Designator Footprint          Mid X         Mid Y         Ref X         Ref Y         Pad X         Pad Y TB      Rotation Comment   

R507       0603W            6810mil      927.5mil       6810mil        895mil       6810mil        895mil  T         90.00 47R       
R508       0603W            6845mil      802.5mil       6845mil        770mil       6845mil        770mil  T         90.00 47R       
R509       0603W            6880mil      927.5mil       6880mil        895mil       6880mil        895mil  T         90.00 47R       
R510       0603W            6740mil      927.5mil       6740mil        895mil       6740mil        895mil  T         90.00 47R       
R511       0603W            6775mil      802.5mil       6775mil        770mil       6775mil        770mil  T         90.00 47R       
R512       0603W            6575mil      802.5mil       6575mil        770mil       6575mil        770mil  T         90.00 47R       
R513       0603W            6705mil      802.5mil       6705mil        770mil       6705mil        770mil  T         90.00 47R       
R514       0603W            6470mil      927.5mil       6470mil        895mil       6470mil        895mil  T         90.00 47R       
R515       0603W            6505mil      802.5mil       6505mil        770mil       6505mil        770mil  T         90.00 n/i       
R516       0603W            6540mil      927.5mil       6540mil        895mil       6540mil        895mil  T         90.00 47R       
R517       0603W            6365mil      802.5mil       6365mil        770mil       6365mil        770mil  T         90.00 47R       
R518       0603W            6400mil      927.5mil       6400mil        895mil       6400mil        895mil  T         90.00 47R       
R519       0603W            6435mil      802.5mil       6435mil        770mil       6435mil        770mil  T         90.00 47R       
R520       0603W            6260mil      927.5mil       6260mil        895mil       6260mil        895mil  T         90.00 47R       
R521       0603W            6295mil      802.5mil       6295mil        770mil       6295mil        770mil  T         90.00 47R       
R522       0603W            6330mil      927.5mil       6330mil        895mil       6330mil        895mil  T         90.00 47R       
R523       0603W            5870mil     1192.5mil       5870mil       1160mil       5870mil       1160mil  T         90.00 47R       
R524       0603W            5930mil     1192.5mil       5930mil       1160mil       5930mil       1160mil  T         90.00 47R       
R525       0603W            5990mil     1192.5mil       5990mil       1160mil       5990mil       1160mil  T         90.00 47R       
R526       0603W          5787.5mil       1520mil       5820mil       1520mil       5820mil       1520mil  T        180.00 47R       
R527       0603W          5787.5mil       1460mil       5820mil       1460mil       5820mil       1460mil  T        180.00 47R       
R528       0603W          5787.5mil       1400mil       5820mil       1400mil       5820mil       1400mil  T        180.00 47R       
R529       0603W            5750mil     1192.5mil       5750mil       1225mil       5750mil       1225mil  T        270.00 47R       
R530       0603W            5810mil     1192.5mil       5810mil       1225mil       5810mil       1225mil  T        270.00 47R       
R531       0603W          5787.5mil       1580mil       5820mil       1580mil       5820mil       1580mil  T        180.00 47R       
R532       0603W          7662.5mil       2115mil       7630mil       2115mil       7630mil       2115mil  T        360.00 3.3k      
R533       0603W          7662.5mil       2175mil       7630mil       2175mil       7630mil       2175mil  T        360.00 3.3k      
R534       0603W          7662.5mil       2235mil       7630mil       2235mil       7630mil       2235mil  T        360.00 330R      
R537       0603DUAL         7155mil   2257.086mil       7155mil       2325mil       7155mil       2325mil  T        270.00 33R       
R536       0603DUAL         7015mil   2257.086mil       7015mil       2325mil       7015mil       2325mil  T        270.00 33R       
R535       0603DUAL         7085mil   2257.086mil       7085mil       2325mil       7085mil       2325mil  T        270.00 33R       
C518       1206T          7302.5mil       2090mil       7235mil       2090mil       7235mil       2090mil  T        360.00 10uF      
C519       1206T            6065mil     1002.5mil       6065mil       1070mil       6065mil       1070mil  T        270.00 10uF      
C520       1206T            6170mil     1002.5mil       6170mil       1070mil       6170mil       1070mil  T        270.00 10uF      
C521       1206T            7270mil     1057.5mil       7270mil       1125mil       7270mil       1125mil  T        270.00 10uF      

